Page ID,Page Name,Disclaimer,Amount Spent (MXN),Number of Ads in Library
1518746844872445,Delfos Marketing & Consultoría política,These ads ran without a disclaimer,≤100,1
437032549755200,Ferran García entrenador personal,These ads ran without a disclaimer,≤100,1
143038115725343,DNA,These ads ran without a disclaimer,≤100,1
109747967277660,Enoch Marshals,These ads ran without a disclaimer,≤100,2
894141920624715,César Cuevas,These ads ran without a disclaimer,≤100,1
104648981195021,The Oxygen Project.es,These ads ran without a disclaimer,≤100,2
113301523821258,Otro Chance,Carmen Viridiana Lopez Chavarin,≤100,1
139359281350,ILAC,These ads ran without a disclaimer,≤100,3
2093044094248744,Maureen García,These ads ran without a disclaimer,≤100,2
112640537190628,Breatheups.com,These ads ran without a disclaimer,≤100,1
100268715228981,BoySec_Fashion,These ads ran without a disclaimer,≤100,1
108773607613725,Gift Included,These ads ran without a disclaimer,≤100,3
305657476178512,Consulate General of Azerbaijan in Los Angeles,These ads ran without a disclaimer,≤100,1
101571814637962,Johana Noriega,These ads ran without a disclaimer,≤100,1
100882524714963,johannemel,These ads ran without a disclaimer,≤100,1
245858652731054,Jim Draven,These ads ran without a disclaimer,≤100,1
2085284961507844,I-PRIME-X,These ads ran without a disclaimer,≤100,1
17108722387,Fundación Gabo,These ads ran without a disclaimer,≤100,1
450861808307645,Cypha Nation,These ads ran without a disclaimer,≤100,1
591983054527763,Surya Gian / Leslieann Yoga,These ads ran without a disclaimer,≤100,2
577496305745718,PAN Sinaloa,These ads ran without a disclaimer,≤100,1
459635647580422,Mynor Vargas,These ads ran without a disclaimer,≤100,1
117007171840527,Marcelo Moreno,These ads ran without a disclaimer,≤100,1
100389895172633,Chef Yala,These ads ran without a disclaimer,≤100,1
122167421507511,Trión 90.1 SLP,These ads ran without a disclaimer,≤100,1
7504006361,JibJab,These ads ran without a disclaimer,≤100,1
522679997923941,LinkedKurs,These ads ran without a disclaimer,≤100,1
112276353756750,michbich,These ads ran without a disclaimer,≤100,1
1863284900349775,Ancona Wellness,These ads ran without a disclaimer,≤100,1
116629901758284,UNICEF Careers,These ads ran without a disclaimer,≤100,1
108542307420992,NT La Verdad Los cabos,These ads ran without a disclaimer,≤100,1
544831375570388,Avast Software,These ads ran without a disclaimer,≤100,3
100984664959691,UVsanify,These ads ran without a disclaimer,≤100,1
202228306454759,Thought For Food,These ads ran without a disclaimer,≤100,1
113102327098935,Flawless Hair Bar,These ads ran without a disclaimer,≤100,1
104253489681330,"Literal, Latin American Voices",These ads ran without a disclaimer,≤100,1
102096691706550,La Segunda Vuelta - Podcast,These ads ran without a disclaimer,≤100,1
101164221780497,James Rodríguez 19,These ads ran without a disclaimer,≤100,1
740386989457579,México Re-evolución,These ads ran without a disclaimer,≤100,1
135416986571191,DANNIC,These ads ran without a disclaimer,≤100,1
655098765102695,xeniya_kolosova,These ads ran without a disclaimer,≤100,1
102185248237766,katrin926_,These ads ran without a disclaimer,≤100,1
1416149658677916,Yandris Machado,These ads ran without a disclaimer,≤100,1
802709350087077,Christopher Avila,These ads ran without a disclaimer,≤100,1
108878030885935,Love Unicorn,These ads ran without a disclaimer,≤100,2
209317849628226,WARecords,These ads ran without a disclaimer,≤100,1
100181824749160,paolambina,These ads ran without a disclaimer,≤100,1
127104175596,Van Gogh Museum,These ads ran without a disclaimer,≤100,1
373696509649709,Bicycle Booth,These ads ran without a disclaimer,≤100,1
112934220559833,eddfranco20,These ads ran without a disclaimer,≤100,1
107118280752461,Arkange De Petit Pays official,These ads ran without a disclaimer,≤100,1
0,Instagram User 9205328278,These ads ran without a disclaimer,≤100,1
109869690863907,,These ads ran without a disclaimer,≤100,2
103692228101059,Llegar a la estrella,These ads ran without a disclaimer,≤100,1
974598655981581,Una Noche Contigo Es Una Noche Sin Ti,These ads ran without a disclaimer,≤100,1
108053567706843,Volveremos y seremos millones Lucho-David,These ads ran without a disclaimer,≤100,1
1439672939588656,Arto Kalciyan,These ads ran without a disclaimer,≤100,1
106125474475801,Advance NZ / NZPP,These ads ran without a disclaimer,≤100,1
113245157146190,VOZ Humanista AUR RADIO,These ads ran without a disclaimer,≤100,1
102404684544222,itstanababy,These ads ran without a disclaimer,≤100,3
188771838368262,Créditos vía nómina,These ads ran without a disclaimer,≤100,3
63563473556,Gazeta Wyborcza,These ads ran without a disclaimer,≤100,1
474188869374029,AAD Member,These ads ran without a disclaimer,≤100,1
148697091825253,Bucket List Journey,These ads ran without a disclaimer,≤100,2
726701804007128,Lamudi,These ads ran without a disclaimer,≤100,1
113270540535638,abrazosalalma,These ads ran without a disclaimer,≤100,1
107391947738847,Furniturelv-03,These ads ran without a disclaimer,≤100,1
86708041602,TAL - Televisión América Latina,These ads ran without a disclaimer,≤100,1
214061167976,El Tiempo Latino,These ads ran without a disclaimer,≤100,1
108527077535933,Plaza Mónaco,These ads ran without a disclaimer,≤100,1
0,Instagram User 8321145287,These ads ran without a disclaimer,≤100,1
478409142960579,Esteban Lugo,These ads ran without a disclaimer,≤100,1
104939791354529,ericdamier,These ads ran without a disclaimer,≤100,1
1886810908223465,ESCUELA PERUANA DE PSICOLOGÍA JURÍDICA Y FORENSE,These ads ran without a disclaimer,≤100,1
114678188585271,IUCN Forest,These ads ran without a disclaimer,≤100,1
1602210006739135,今日海峽,These ads ran without a disclaimer,≤100,11
1375344469385834,Identidadmx,These ads ran without a disclaimer,≤100,1
1453131221394001,"Chema Suarez, Marketer & Content Creator",These ads ran without a disclaimer,≤100,1
0,Instagram User 1029498961,These ads ran without a disclaimer,≤100,1
125092780931392,tellofilms.com,These ads ran without a disclaimer,≤100,1
249688512279383,Cat Lovers Corner,These ads ran without a disclaimer,≤100,2
0,Instagram User 4899959339,These ads ran without a disclaimer,≤100,2
39062279848,Cultura UNAM,These ads ran without a disclaimer,≤100,1
112805523682840,Coparmex Delegación Poza Rica.,These ads ran without a disclaimer,≤100,1
106020246408380,NCD Alliance,These ads ran without a disclaimer,≤100,1
371396839635758,トレジャーデータ,These ads ran without a disclaimer,≤100,2
392075827509500,Udigital,These ads ran without a disclaimer,≤100,1
108617657687655,IAM HERMX,These ads ran without a disclaimer,≤100,2
102463961454021,Les filles de Gon,These ads ran without a disclaimer,≤100,2
506680536015406,HumanProgress.org,These ads ran without a disclaimer,≤100,1
108990360507999,Los Millonetas del América,These ads ran without a disclaimer,≤100,1
1151204571576823,Us Pro Investment,These ads ran without a disclaimer,≤100,1
1488001321484999,Chesapeake Collection,These ads ran without a disclaimer,≤100,1
592702747765818,Respetemos en 21F NoMas ProcesoaEvo ProcesoaLinera,These ads ran without a disclaimer,≤100,2
1644889009102323,Popovici Sebastian,These ads ran without a disclaimer,≤100,1
535481743222302,Rukia Publishing Book Promotions,These ads ran without a disclaimer,≤100,1
470168200018508,EcoGeneration,These ads ran without a disclaimer,≤100,1
113840228702309,Comité Olímpico de Puerto Rico,These ads ran without a disclaimer,≤100,1
1962630987297695,Pimdici,These ads ran without a disclaimer,≤100,7
256045041742989,Denis Rodsan,These ads ran without a disclaimer,≤100,1
524383911092837,Luke Payne Photography,These ads ran without a disclaimer,≤100,1
991361990968803,Aguila Del Cielo,These ads ran without a disclaimer,≤100,1
225948081336043,Quality Vital,These ads ran without a disclaimer,≤100,1
177830772256889,De'Anza,These ads ran without a disclaimer,≤100,1
268894499827763,PRODU,These ads ran without a disclaimer,≤100,1
398799110143354,Lev Haolam - Supporting Israel,These ads ran without a disclaimer,≤100,3
108916637669879,Antoons by Anton Servetnik,These ads ran without a disclaimer,≤100,2
109744360859432,Toño Mendoza,Antonio Salvador Mendoza Torres,≤100,1
133903440488539,31punto4mx,These ads ran without a disclaimer,≤100,1
0,Marketplace Seller 9413960262,These ads ran without a disclaimer,≤100,1
101160718396554,Angelina️,These ads ran without a disclaimer,≤100,1
123426245920087,Coda Co,These ads ran without a disclaimer,≤100,1
677624018980625,Jean-Luc Trachsel Ministries,These ads ran without a disclaimer,≤100,1
106790000859402,gio_jbartleboom,These ads ran without a disclaimer,≤100,1
1730630540553065,Curio,These ads ran without a disclaimer,≤100,2
289058048284876,Vive tu vida,These ads ran without a disclaimer,≤100,1
260470017671600,Citizen Schraider,These ads ran without a disclaimer,≤100,1
195526834520436,Dream Destination Canada,These ads ran without a disclaimer,≤100,1
1141431476032343,Стратегия-2021,These ads ran without a disclaimer,≤100,1
564489804248016,Biker lives matter,These ads ran without a disclaimer,≤100,2
185970828342,Andy Kong,These ads ran without a disclaimer,≤100,1
101974708257506,Funerales Galia,These ads ran without a disclaimer,≤100,1
103984644811143,Brittany Montezuma,These ads ran without a disclaimer,≤100,1
138159442966995,evographx,These ads ran without a disclaimer,≤100,2
12177095451,El Planeta,These ads ran without a disclaimer,≤100,4
109708842392860,מרכז השלטון המקומי בישראל,These ads ran without a disclaimer,≤100,1
104966431173436,Cody Winn Marketing Coach,These ads ran without a disclaimer,≤100,1
101244114950851,México Organizado,These ads ran without a disclaimer,≤100,1
1415773021975267,Fundación Aquae,These ads ran without a disclaimer,≤100,1
453666734703719,Editorial PRI Ciudad de México,These ads ran without a disclaimer,≤100,1
2412073815520357,Tendencia Juvenil,Ivan Daniel Diaz Gutierrez,≤100,1
138371463664274,Karla Medrano Abogada Familiar,These ads ran without a disclaimer,≤100,1
108310310885096,Stprm Seccion Uno Con Voz,These ads ran without a disclaimer,≤100,1
106539041114649,Bernsviga,These ads ran without a disclaimer,≤100,2
103744371129847,Últimas noticias en vivo,These ads ran without a disclaimer,≤100,1
102904828198682,justdianochka,These ads ran without a disclaimer,≤100,1
164007827606043,Mariachis Profesionales Economicos,These ads ran without a disclaimer,≤100,1
194844070539132,National AfterSchool Association (NAA),These ads ran without a disclaimer,≤100,1
228813340950587,Media Job Point,These ads ran without a disclaimer,≤100,1
47710652725,Goethe-Institut,These ads ran without a disclaimer,≤100,6
203078343495824,Sign1News,These ads ran without a disclaimer,≤100,3
164848214209910,Academia Journals,These ads ran without a disclaimer,≤100,1
105021688042088,Be Big,These ads ran without a disclaimer,≤100,1
127957142338399,La Mabuela,These ads ran without a disclaimer,≤100,2
100148521796798,kellyruam,These ads ran without a disclaimer,≤100,2
57660337835,FIU Business,These ads ran without a disclaimer,≤100,1
2314504108582765,Deezy Cayne,These ads ran without a disclaimer,≤100,1
205998906092880,Penguin ebooks,These ads ran without a disclaimer,≤100,1
106291507898728,Roberto Araiza Noticias,These ads ran without a disclaimer,≤100,1
545563435480027,Efecto Naím,These ads ran without a disclaimer,≤100,1
1803544236432701,Espada Literaria,These ads ran without a disclaimer,≤100,1
101464901709968,Acapulco NO avanza,These ads ran without a disclaimer,≤100,1
0,Instagram User 9042863822,These ads ran without a disclaimer,≤100,2
768139693215413,Star Stables Kattenheye,These ads ran without a disclaimer,≤100,1
0,Instagram User 4503301275,These ads ran without a disclaimer,≤100,3
137325199758190,Nathalie Garson - Born To Do Business,These ads ran without a disclaimer,≤100,1
925562944175431,Seattle Gold Grills,These ads ran without a disclaimer,≤100,1
2121982384552030,�Barcelona�,These ads ran without a disclaimer,≤100,1
106714267820368,,These ads ran without a disclaimer,≤100,2
107583561085638,Vigeya,These ads ran without a disclaimer,≤100,1
342945359760653,文墨常伴,These ads ran without a disclaimer,≤100,2
108190351107794,Tiba asili africa,These ads ran without a disclaimer,≤100,1
364917734185444,Rank:WarMaster,These ads ran without a disclaimer,≤100,1
636196476763725,Maria Bernardes Voiceover,These ads ran without a disclaimer,≤100,2
132726063447031,Noticias Séptimo Cantón de Nayarit,These ads ran without a disclaimer,≤100,1
111089637342087,Esto es el Islam,These ads ran without a disclaimer,≤100,1
227620773996375,Anula tu voto,These ads ran without a disclaimer,≤100,1
1929934577280556,Effortless,These ads ran without a disclaimer,≤100,1
105266831193320,Infograma.net,These ads ran without a disclaimer,≤100,2
170283443135367,Chef's Roll,These ads ran without a disclaimer,≤100,1
279432746102771,Sandra Cardona,These ads ran without a disclaimer,≤100,1
112464503484667,Rudy Castro,These ads ran without a disclaimer,≤100,1
367309250046436,APE Asesoría Profesional Educativa,These ads ran without a disclaimer,≤100,1
101185847911471,Free WILL Project,These ads ran without a disclaimer,≤100,1
812494362257176,Monagiza,These ads ran without a disclaimer,≤100,1
110530574038468,chiara.moreni,These ads ran without a disclaimer,≤100,1
106425064400953,kaiserschaufel,These ads ran without a disclaimer,≤100,5
100159435158751,Lupita Hernandez 4T,These ads ran without a disclaimer,≤100,1
101494687900783,Carlos Aparcedo,These ads ran without a disclaimer,≤100,1
193646488537,French District,These ads ran without a disclaimer,≤100,1
635839800374428,Consejo Cívico Ciudadano de Irapuato,These ads ran without a disclaimer,≤100,2
1433326346969511,Romina Media,These ads ran without a disclaimer,≤100,1
