Page ID,Page Name,Disclaimer,Amount Spent (MXN),Number of Ads in Library
304950069960947,Toño Orantes,These ads ran without a disclaimer,403,1
1179100008854674,Iker H. Hernández Arzate,Ikerhdez Arzate,403,1
352887515111787,Lupita Guerrero Moreno,Maria Guadalupe Guerrero,403,2
102830141550219,Gonzalo Manrique,Gonzalo Manrique,403,2
543822652788842,Alerta Guaymas,Arturo Martin Huerta Romero,403,14
109560210622407,Yo Soy Frontera,These ads ran without a disclaimer,403,2
1996087860419937,Política Llorar o Reír,These ads ran without a disclaimer,403,1
172628706584452,Noticias de Cardel y Veracruz sin censura,Ángel Troncoso Morales,403,2
1373768946091907,Dip. Miguel Ángel Sánchez Verduzco,These ads ran without a disclaimer,403,1
343717406031942,Es la economía,Rodrigo Soto Aguilera,403,2
101120164969773,Celi León Trejo,These ads ran without a disclaimer,402,3
105497934452954,Consejo para el Desarrollo Humano de Ixtacuixtla,Ernesto Lopez Guerrero,402,1
112675300168669,MOCi,Oliver Olmos Cabrera,402,4
1727371490897774,Yoloczin Domínguez Serna,These ads ran without a disclaimer,402,1
1239363559419761,Carlos Alejandro Bautista Tafolla,Carlos Alejandro Bautista Tafolla,402,1
907240722638182,Mauricio Anguiano Estrada,Carlos Mauricio Anguiano Estrada,402,4
106488110977977,Javier Islas Delgadillo,Javier Islas Delgadillo,401,2
105272524347492,Adolfo Solís - Partido Verde "Almoloya de Juárez",Saulo Alvarez Chavez,401,2
2469096789987825,AMIC Michoacán,mmx digital solutions,401,3
167658870620825,Regidora Carmen Avalos Delgado,Juan Manuel Castro Pérez,401,2
946422275410974,PAN Navojoa,Víctor Leonel Félix Káram,401,1
222019051702718,EntreLíneas Nayarit,Roberto Carlos Chavez Garcia,400,2
102999648080896,Qué Hay?,Jose Isaac Guzman Palomera,400,1
104382718106621,Jorge Armando Ramírez Jerez,Jorge Armando Ramirez Jerez,400,2
841596229564715,Unión Nacional de Avicultores,UNA,400,2
418677721676728,Hablemos Claro MX,Moisés Ramón Hernandez Hernandez,400,1
1460222114303924,Sindicato Nacional Primero de Mayo,David Trujillo,400,1
1449301238511168,Francisco Aniceto,Francisco Emiliano Aniceto Arias,400,4
1796526460650349,Somos sangre azul,Estrategia Social,400,2
109539710920298,Profe Miguel Ángel García Meza,Jose Alonso Trujillo Dominguez,400,3
285280871881549,Héctor Flores Avalos,Hector David Flores Avalos,400,1
109722413986284,Nissan Nissauto,These ads ran without a disclaimer,400,1
109822340751686,AntiCovid,Sebastian Aragon,400,1
430424343657155,Morena Tamaulipas,Morena Tamaulipas,400,4
1460448254182895,Morelia Me,These ads ran without a disclaimer,400,2
112241883985791,Consultores Roldán,Carlos Alberto Cruz Alcántara,400,2
163894000977527,Mexicanos al grito de Guerra,Rosa Marisol Hernández Domínguez,400,1
107912464126985,Gustavo Juárez,Jose Gustavo Juárez Molina,400,3
736228753379716,DIMEN Optics,These ads ran without a disclaimer,400,1
206116556397929,Antonio Roma,These ads ran without a disclaimer,400,1
110232820876695,Javier Rivera,Susan Ortega,400,2
640640316051137,David García,David Ariel García Portillo,400,2
127237207946840,Aida Gpe Jiménez Sesma,Aida Guadalupe Jimenez Sesma,400,1
217363915416251,Benjamín Rico,Marianela Delgado Romero,400,2
314305366155617,Abstracto Noticias Frases.,Miguel Angel Sánchez Gonzalez,400,1
447965055639303,Ali Fierro,Omar Fierro,400,2
418677721676728,Hablemos Claro MX,Rosa Marisol Hernández Domínguez,400,1
200805064134574,Viviana Mondragón,Viviana Cristal Mondragón Lazo,400,4
168661083194412,Claudia Delgadillo,Juan Carlos Vargas,400,3
106809087699700,Rosy Pérez Tello,Ulises Emanuel Pérez Fernandez,400,2
106022037514863,Roberto Salazar Castañeda,Jenson Design,400,2
471045692918827,Jorge Camacho Peñaloza,These ads ran without a disclaimer,400,1
256049024825669,Vértices,Gregorio Cervantes Reyes,400,1
1178632732269223,CNOP Navolato,These ads ran without a disclaimer,400,1
318179211696135,Hector Ponce,Grillo Político,400,1
112419500379772,Nissan Nissauto,These ads ran without a disclaimer,400,1
102573868268996,Carmelita Santos Vicente,Junior German Morales Pacheco,400,5
201500434101286,Manuel Valdés Peña,Manuel Valdes Peña,400,2
372030723271103,José Manuel Sepúlveda del Valle,These ads ran without a disclaimer,400,2
293707754465943,Toño Mejía,Toño Mejía,400,3
104760014551374,RCN Noticias,Maria Magdalena Garcia Encarnacion,400,1
105152191339238,DNA México,These ads ran without a disclaimer,399,2
142905389850613,Rafael Alejandro Echazarreta Torres,These ads ran without a disclaimer,399,2
488021395025859,Reporte Crítico,Omar Adair Quiroga Prado,399,4
106513771214386,Morena 2021,Guadalupe Lorena Cruz Flores,399,1
108482040778668,Nissan Nissauto,These ads ran without a disclaimer,399,1
118575039552840,Enquadro Stratega,Enquadro Stratega,399,3
1218698988289323,Cuauhtemoc Estrada,These ads ran without a disclaimer,399,1
111267043830483,Nissan Nissauto,These ads ran without a disclaimer,399,1
100791471514335,Estimma,Silvia Yaravyt Rios Buenrostro,398,4
110039430775865,Éxito Nacional Financiera,These ads ran without a disclaimer,398,2
445531189513954,Daniel Campos Caravallido,Saul Campos,398,3
108629017566321,Gabriel Gallardo,These ads ran without a disclaimer,398,2
1545985425702536,El 5to Poder,El 5to Poder,397,6
176934803009563,Trascendencia Universitaria Yucatán.,Jorge Koyoc,397,1
326196551205798,Estética DLuna,These ads ran without a disclaimer,397,1
114439360278428,Joan Borbolla,These ads ran without a disclaimer,397,1
671351789719351,Ricardo Medina Farfán,These ads ran without a disclaimer,396,2
106513647865185,Vianey Juárez,Vianey Juarez Merlo,396,2
100251584843129,Lic. Víctor Manuel Pérez Rodríguez,These ads ran without a disclaimer,396,3
101772091395601,Rodolfo - Habita Casas,These ads ran without a disclaimer,396,1
330929053919990,"Cuautepec de Hinojosa, Contigo",These ads ran without a disclaimer,396,2
101308888453979,Sergio Méndez,Antonio Morales,396,2
683808035081103,Suceso Chiapas,These ads ran without a disclaimer,396,1
111122270723449,Mary Cruz Mauricio Rubio,Alejandra González Mendoza,396,4
1422169704755958,Alfredo Ramírez Bedolla,These ads ran without a disclaimer,395,2
1702046170035361,Rigo Quiñonez,These ads ran without a disclaimer,394,1
455208497905538,Secretaría del Migrante y Enlace Internacional,Elia Vite Villegas,394,4
865432090209049,Freddy Peña Noticias,Freddy Peña Noticias,394,2
530813480405774,Motofeel,These ads ran without a disclaimer,394,1
100159435158751,Lupita Hernandez 4T,Maria Guadalupe Hernandez Gutierrez,394,7
670514826364553,MexNewz,BRUXA,393,5
382601369039858,Sistema Electoral MX,These ads ran without a disclaimer,393,1
169444103765014,Homero Gonzalez Medrano,These ads ran without a disclaimer,393,2
101076055096449,Actualización Jurídica ICV,These ads ran without a disclaimer,393,1
115318803175417,Recuperemos A Morena en Tamaulipas,Geovanni Francesco Barrios Moreno,392,4
104372564791368,Juan Bernardo,Juan Bernardo López Alducin,391,1
2054568954870118,José Benito Ramirez Rosas,Alejandro Ochoa,391,6
112498993628979,Consejo para el Desarrollo Humano de Terrenate,Ernesto Lopez Guerrero,391,1
112434353861687,The Liberty Post,These ads ran without a disclaimer,391,3
111000530562450,Consejo para el Desarrollo Humano de  Españita,Ernesto Lopez Guerrero,390,1
110609137268891,Consejo para el Desarrollo Humano de San Jose Teacalco,Ernesto Lopez Guerrero,389,1
110128947450329,Hector Pestaña,Hector Virgilio Geronimo Gamas,388,2
1744913215827786,José Luis Medina Lizalde,These ads ran without a disclaimer,388,1
106046381208720,Servicio de Internet IZZI,These ads ran without a disclaimer,387,1
2017185835268006,El Súper Chile TeVe,Aldo Montoya,387,3
109672373813520,Sergio Manuel Ramos Navarro,Sergio Manuel Ramos Navarro,387,3
113454130196027,Grupo VIC,Pedro Antonio Corona Castro,386,1
656599531479849,A Opinión Magacín,A Opinión Magacín,386,6
777935942571687,Taller Check Car,These ads ran without a disclaimer,384,3
553819215330999,Pordebajodelasilla,Osvaldo Cantu,384,4
1520610478183053,Badabun,María Fernanda Galindo Morales,384,1
292073374782474,Municipio de Tlalnepantla de Baz 2019-2021,These ads ran without a disclaimer,383,5
611358035688009,Milled Huevo Galindo,These ads ran without a disclaimer,383,3
176953205747351,IDH Yoga Ram,These ads ran without a disclaimer,383,1
369716686400100,Deprimera Noticias,These ads ran without a disclaimer,383,2
1054437851421504,Al100 con Karla Toledo,Luis Enrique Canto Lara,383,15
363113944628,Pipeline & Gas Journal,These ads ran without a disclaimer,383,1
163927056971191,Sporticomx,These ads ran without a disclaimer,383,1
109231034125795,El Incorregible,These ads ran without a disclaimer,383,1
1491263724459803,Fuerza Noticias,These ads ran without a disclaimer,383,1
106298347514925,Periodistas X México,These ads ran without a disclaimer,382,3
101291571602673,Credito Financiero Mexicano,These ads ran without a disclaimer,382,1
588886711487555,Punto Libre,Alberto Equihua,382,5
106182040976768,Ayuntamiento Cuichapa,Rodolfo De Jesus Gomez Morales,382,4
693903500716919,Yuriri Ayala Zúñiga,Andrés García,382,1
105164931389037,Mtro. Ivan Garcia Ortiz,Ivan Ortiz,382,3
713122125712212,José Luis Montalvo Luna,Jose Luis Montalvo Luna,381,3
1780791968654307,Lucero Ambrocio Cruz,Martin Perez Botho,381,1
111238103602431,La Verdad Guanajuato,These ads ran without a disclaimer,380,1
1103479286344796,Revista de Coahuila,These ads ran without a disclaimer,380,8
101419538035675,Raúl Gutiérrez Tepanohaya,These ads ran without a disclaimer,380,4
2016915575081480,IMPO CAPED Mazatlán,Mercedes Ferrer,380,2
523400648032959,Dalila Morales,Jozic Monge,380,2
1224682547552649,Primera Plana,1a Plana,380,4
443989843174723,Minerva- Prestamos a Pensionados y Jubilados Imss Issste Pemex Y CFE,These ads ran without a disclaimer,380,1
190778481003379,Alina Alejandra Luna Gómez,These ads ran without a disclaimer,379,5
133456004138972,Romina Contreras de Vargas,Romina Contreras de Vargas,378,7
300634053685563,El Observador Hoy,El Observador Hoy,378,16
1635418830042223,Equipos de importacion Mexico,These ads ran without a disclaimer,378,1
345141859302704,Organización Soriana,These ads ran without a disclaimer,377,2
218419464854868,Cadena Empresarial Enlazadot,These ads ran without a disclaimer,377,2
114725066951191,Colectivo Vida y Movimiento,These ads ran without a disclaimer,377,5
101044995187670,Miss Teen International Veracruz,These ads ran without a disclaimer,377,1
1442435479319611,Cursos Cusant,These ads ran without a disclaimer,377,1
583520415673459,Jesús Vázquez González,These ads ran without a disclaimer,376,2
103555368118277,Tijuana en La Noticia,These ads ran without a disclaimer,376,4
301112536621166,Alvaro Gordoa,These ads ran without a disclaimer,376,1
178219272808493,Nueva Alianza Actopan Oficial,Emmanuel Moreno Lopez,376,6
111673753963486,Hugo Guzman,These ads ran without a disclaimer,375,1
1260111734054669,Desirée Navarro,Desirée Navarro,375,3
164802676883511,Fiscalía General del Estado de Tabasco,A.G.,375,7
112504463913012,Prensa sureña,Salvador De La O Tiburcio,375,1
105731834585533,Puebla con Mario Delgado,These ads ran without a disclaimer,375,2
110323114044307,Infórmate a tiempo,Maria Guadalupe Ordaz Cruz,375,2
852505431535189,BridgeWay North American School,These ads ran without a disclaimer,374,1
1561159997430967,n33.mx,These ads ran without a disclaimer,374,1
167605430088051,Jonathan Bañales,These ads ran without a disclaimer,373,1
101534498076127,Soy Vida,These ads ran without a disclaimer,373,2
1256715794351069,Sin Censura Cananea,Isabel Castro Diaz,372,7
339718516152582,Jesús Arteaga,Roman Simon Cadena Davila,371,4
111357743986549,Hagamos Turismo,Jorge Padilla Castillo,371,4
338345543298460,Caudae,These ads ran without a disclaimer,370,4
103959491346230,Paleta Please Mty,Marie Elisa Suarez Garcia,370,2
1687317911566724,Pablo Badillo Sánchez,Pablo Badillo Sánchez,370,3
326451551022148,656.TV,Ruy Sansores Herrera,369,3
361437917279550,Raúl César González,Raúl César González,369,3
352190314881422,José Luis Topete Escorza,Jose Luis Topete Torres,369,5
340592246869035,Barbacoa Garage,These ads ran without a disclaimer,368,1
100691235113635,Ciudadanos Informados Auditan,These ads ran without a disclaimer,368,3
418734104891703,El Toque de la Mayora,These ads ran without a disclaimer,368,1
396381534230869,Revista Quo Vadis,Néstor Julian Cruz Tijerina,367,3
285041962370567,La Villa RF,These ads ran without a disclaimer,367,1
293100484528937,Eunice Pacheco,Blanca Luz Martínez Guzman,366,4
100682838353130,Impertire Impermeabilizante de Poliuretano y Caucho,David Jonathan Estrada Monroy,365,1
283497931661078,CTM Sindicatos Nacionales de la Industria de la Construcción,These ads ran without a disclaimer,365,1
374890996302488,Chucho Nader,Daniel Ortiz Escobar,365,1
101249708334102,Gestoria Escolar,These ads ran without a disclaimer,364,1
1800965863486839,Anonymous Nacional,These ads ran without a disclaimer,364,1
177152739068112,Buen Viaje,These ads ran without a disclaimer,363,5
2058385874198478,Nahual Noticias,Jesús Rodriguez,363,3
106765897834119,Muinsa,These ads ran without a disclaimer,363,2
1174377252577280,M&A Consultores,Juan Pablo Márquez Garcia,363,14
101938677136208,Christopher Santos,Christopher Alan Santos Castillo,362,5
102016628254593,Super Marquesitas Cancún,These ads ran without a disclaimer,362,3
2070411576577524,El Reynomántico,These ads ran without a disclaimer,362,1
1522336831153096,Medellín de Bravo,Abbadon Social Media,362,4
1103478493099865,Jorge Luis Fuentes Carranza,These ads ran without a disclaimer,362,1
107125683994060,Regidor Adolfo Muñoz,Adolfo Muñoz Benitez,361,3
112839238737065,Viva Aguascalientes,These ads ran without a disclaimer,361,1
2322252994672594,Gobierno Teziutlán 2018-2021,These ads ran without a disclaimer,361,2
616177145207673,Ginovalente Chávez,Victor Ponce Hurtado,361,13
276826459001436,Samuel Furlong Bojorquez,Samuel Furlong,360,7
2767937873431746,Marlet Rodea,Marlet Rodea,360,3
115218593664986,Asesoria y prestamos infonavit,These ads ran without a disclaimer,360,1
495212737305010,Judith Ortiz Monroy,These ads ran without a disclaimer,360,1
256937988586559,El Rincon del Médico,These ads ran without a disclaimer,358,1
1905538093099240,Ayotlán En Línea,Diego Curiel Prado,358,4
203545010057729,Coordinación Estatal de Desarrollo Municipal,These ads ran without a disclaimer,357,6
751613441707525,Ramón Morales Izaguirre,These ads ran without a disclaimer,356,2
102340574834293,La Barra Noticias,These ads ran without a disclaimer,356,2
168112133543049,Esaú Alan,Esaú Alan Noguez Ramirez,356,2
108506674211468,Eco-sistema,Rodrigo Montoya Rivera,355,4
893467587344022,Emme Promocionales,Edgar Antunez,355,3
112209717316197,Luis Fernando,These ads ran without a disclaimer,355,1
498459330608115,Regidor Mario Padilla,Mario Lopez Padilla,354,3
800396880022996,Súmate México,Roberto Avalos,353,3
322210114635895,Update México,Gabriel Morales Lopez,352,15
164602116035,Cuautla Hoy,Cuautla Hoy,352,12
109492483763595,Cancún en corto,Cancún en Corto,352,3
388974424528689,Reporteros.mx,These ads ran without a disclaimer,351,1
108049274069811,Juan Gabriel Chinchillas,Juan Gabriel Chinchillas,351,2
107356754421428,Fundación Multiplicando Sonrisas,Jaime Omar Romero,350,1
107081284540926,EstosDías,Uriel Collazo De La Rosa,350,2
988236837920862,Iván Sánchez Tuxtla,Luis Roa,350,5
679957122146571,Ernesto Alvarado,Ernesto Alvarado,350,4
108593194242343,De Asís,Adrian Michael Serrano Uvalle,350,5
614281645890837,Fernanda Saynes,Fernanda Saines Rodriguez,350,2
284733148835625,ALGO para Nayarit A.C.,Alfredo González,350,1
1104936526304538,Infórmate Tamaulipas,Infórmate Tamaulipas,350,4
107125081203465,Noticiero Digital CLN,Uriel Collazo De La Rosa,350,2
1998688380388787,Alberto Marroquín Espinoza,These ads ran without a disclaimer,350,2
759645620860511,Noticiero Evoluciona,Alejandra Garcia Palacios,350,3
138817676168980,Eruviel Ávila,Adán Figueroa,350,1
129497891888180,Club De Nutrición Herbalife Plaza Santa Esther,Joel Santolim,350,2
110712470850702,Ni una menos,Ni una menos Quintana Roo,350,1
459633917507063,El Periodista MX,Héctor Freddy Robaldi Narváez,350,5
111918833733718,Abanico Social,Moisés Salvador López Guzmán,350,5
792018804236167,Prensa Libre,Jonathan Núñez,350,3
103348291200115,Víctor Hernández Ponce,Víctor Javier Hernández Ponce,350,1
2253691374884717,Inclusión social,Maria Magdalena Garcia Encarnacion,350,3
108360634051865,Roberto Segovia,Julio Villarreal Salazar,350,3
355353911313208,GENTE BIEN NACIONAL,Julio Jaramillo Díaz,350,1
671292766356198,Jaime Ramos G.,Jose Jaime Ramos Guerrero,350,3
671447863216384,La Hilacha,These ads ran without a disclaimer,349,1
114676847072378,Bremer y Herrera MEP Energía,These ads ran without a disclaimer,349,2
358304711291549,Senadores Morena,These ads ran without a disclaimer,349,2
107760480771559,Gancho a la Izquierda,These ads ran without a disclaimer,348,1
146615995392405,Agustín Guerrero Castillo,These ads ran without a disclaimer,348,1
106940867502105,Poncho Chávez,Julio Cesar Rodríguez Sigala,348,1
189814931909117,Izquierda Sanluisina,David Francisco Espinoza Amado,347,2
112191097287102,Comó es posible?,Osvaldo Cantu,347,2
232136256902279,Redes Quinto Poder,Redes Quinto Poder,346,3
103758681184181,Ecatepec Noticias,These ads ran without a disclaimer,345,1
712310062202404,Amílcar García Estrada,Amílcar García Estrada,344,9
103373064816440,LPAngel,These ads ran without a disclaimer,344,2
1969793253235853,Brenda Espinoza Lopez,These ads ran without a disclaimer,344,4
581712335293495,Naturales Ain Spa.,These ads ran without a disclaimer,343,1
115794476791091,En México Todos Contamos,Francisco Ruvalcaba Davalos,343,5
456236901566321,Elizabeth Millán,Maria Elizabeth Millán Garcia,343,6
377497205656469,Industrial Training and Supplies de Mexico,These ads ran without a disclaimer,343,1
572436679842102,María Teresa Marú Mejía/Diputada Federal,These ads ran without a disclaimer,343,6
465531963489973,Verónica Delgadillo,These ads ran without a disclaimer,343,4
537348189699133,Surman Motors,These ads ran without a disclaimer,343,1
114654636936041,Encuestas de BC,These ads ran without a disclaimer,343,1
102435651394611,Asesor Financiero consupago  Daniel Prado,Daniel Prado Alvarado,343,5
104437094729731,Cristina De los Santos,Ana Cristina De Los Santos Martinez,343,6
184653871633780,Emmanuel Gomez Garcia - Regidor I de Orizaba,These ads ran without a disclaimer,342,2
226738124194294,Secretaría de Seguridad Pública del Estado de Veracruz,Gobierno del Estado de Veracruz,342,1
107805623365013,Yucatán al Momento,Yucatan al momento,342,2
113895477040009,Antonio Benjamín Manríquez Guluarte,These ads ran without a disclaimer,342,1
1340593745964402,Botellalmar,Berenice Estrada Lobato,342,4
102093611605763,Safe19+,Ivan Gerardo Rodriguez Raño,341,6
110537740618355,Plural,These ads ran without a disclaimer,341,1
112317420565363,El Pata Salada,These ads ran without a disclaimer,341,2
107428687573110,Heidi Osuna,These ads ran without a disclaimer,340,1
420776218093593,Rubén Muñoz,These ads ran without a disclaimer,340,3
233700748634,PolyMarchs,These ads ran without a disclaimer,340,1
1415691342026378,Fundación Carlos Slim,These ads ran without a disclaimer,340,2
387590365030974,El Espectador de México,Adriana Ramos Barrios,340,8
1860485357545439,Comunidad PRI,These ads ran without a disclaimer,339,3
117949848220997,Liberal del Sur,Amir Saadi Gonzalez Sanchez,339,2
208777739161703,El Informante Baja California Sur,These ads ran without a disclaimer,339,1
104325887841378,Atomic 88,These ads ran without a disclaimer,339,1
100625871470031,Chava Jimenez,These ads ran without a disclaimer,339,3
405495480245321,Mobilier ADN oficial,These ads ran without a disclaimer,339,1
857564304444385,El Centro Zacatecas,Yuridiana De La Cruz Perez,339,2
2000027216902843,Lalo Leal,These ads ran without a disclaimer,338,1
1213705941990718,Un México SIN Televisa,These ads ran without a disclaimer,338,1
647414575871080,Morena N.L.,Alejandro Guzman Tamez,338,4
105943307844769,Biomex fumigaciones Aguascalientes sa.de cv.,These ads ran without a disclaimer,338,1
601867326981925,Orgullo Mexa,Orgullo Mexa,338,1
2157176714612689,Cuautla Morelos H. Ayuntamiento 2019-2021,These ads ran without a disclaimer,338,2
105079240946275,Ejido Felipe Carrillo Puerto,These ads ran without a disclaimer,337,1
108789462546349,Lucio Vazquez,These ads ran without a disclaimer,337,6
46192356440,ESADE Executive Education,These ads ran without a disclaimer,337,2
662445697168114,Preparatoria Abierta UPAV Plantel 499G,Paola Delgado Aguilar,337,2
636584373646471,Avisos Quintana Roo,Anayanci Matilde Morales Mendez,336,1
112956373838958,Altamira PPM,These ads ran without a disclaimer,336,2
367496530709525,Wilma Zavala,These ads ran without a disclaimer,335,4
102237281604151,Info Huehuetoca,Cándido Suárez,335,1
113548483843530,Calidad Informativa Noticias,Gloria Elisa Alvarez De Reza,335,2
349362031895959,Julián Zacarías Curi,These ads ran without a disclaimer,334,20
104668808037331,Acción por Chihuahua,These ads ran without a disclaimer,334,1
108309434220444,RedNatura mejora tu vida,These ads ran without a disclaimer,334,29
107629604088332,Sergio Angelo Avila,Noticias de Puebla,334,4
100226281785318,Hermes Pacheco,These ads ran without a disclaimer,333,1
188610461167639,Énfasis Comunicaciones,Énfasis Comunicaciones,333,3
105899627831548,Lupita García Villalva,Kenia Itzel Vinalay Garcia,333,3
315764568858695,Pablo Salazar,These ads ran without a disclaimer,333,3
207663689266043,Reportemedia,Jorge Torres,333,3
105848494386788,Marisol Ramírez,Marisol Ramirez Vargas,332,2
115291566549460,Trascendencia Social Mx,Neldy Estephania Gorocica Lopez,332,3
103052251284704,Tzesi Equihua,These ads ran without a disclaimer,332,1
107263804350686,Paty González,These ads ran without a disclaimer,332,2
2370064329720802,Desafa.com,These ads ran without a disclaimer,332,1
2000572883557878,Becas Académicas Ceyt de Mexico,These ads ran without a disclaimer,332,13
108593194242343,De Asís,Ernesto Rojas Martínez,331,7
0,Instagram User 8756012499,These ads ran without a disclaimer,331,10
805870349599546,Despacho Jurídico Sánchez Cárdenas,These ads ran without a disclaimer,331,2
100488475121472,Causas y efectos,Javier Mireles,331,3
101487664881412,José Buendía Hegewisch,Jose Buendía Hegewisch,330,8
656402518162490,Jabil Monterrey,Jabil Monterrey,330,1
238629036544225,Alex Alcázar,Alex Alcazar,330,2
585897942087565,Osvaldo García,These ads ran without a disclaimer,330,1
102115427847012,Un Ángel te da la Mano,Angel Peredo,329,6
105915551077515,Consejo para el Desarrollo Humano de San Lorenzo Axocomanitla,Ernesto Lopez Guerrero,329,1
1831701980442120,Calzado Nancy Benitez,These ads ran without a disclaimer,329,3
113942673676142,"PRD Acámbaro, Gto.",Annie Sierra,328,3
915126385185274,Muro Político,Muro Político,328,6
2116388945045668,Norbella García,Maria Norbella Garcia Hernandez,328,2
102548684800718,José Francisco Bernal Hernández,These ads ran without a disclaimer,327,4
556071391096794,CM Central de Medios Tampico,Jesús Moises Pérez Calvo,327,1
109530040802416,La Replica,These ads ran without a disclaimer,327,1
1070896996438683,No te calles,No te calles,327,1
541494449325313,Psique & Ser  Consultorio de Psicología,These ads ran without a disclaimer,326,1
101160015069001,Continuidad Innovación y Expansión,These ads ran without a disclaimer,326,1
974593626082524,Juan Romero,These ads ran without a disclaimer,326,2
219738268357342,Laboratorio de Proyectos Sociales,Laboratorio de Proyectos Sociales,325,3
831329627228402,Jorge Morales Jiménez,These ads ran without a disclaimer,325,4
221905651513955,Gerardo Islas,These ads ran without a disclaimer,325,1
1659848864277366,Avalok Terapia Fisica,These ads ran without a disclaimer,325,2
2123651210985768,Noticias de Ciudad Madero,Noticias de Ciudad Madero,325,4
110054227432200,cooltrack_climas,Edgar Aaron Torres De La Fuente,324,1
603583903627282,,These ads ran without a disclaimer,324,1
416185532179806,El Quetzal,These ads ran without a disclaimer,324,3
126193378022635,Jóvenes Esperanza,Huber Sanchez Reyna,323,4
1651597488475483,Lumifed Limpieza,Fer Pineda,323,3
1524508677772153,Maximiliano Alexander,These ads ran without a disclaimer,322,1
103278813055788,Voz Universitaria,These ads ran without a disclaimer,322,2
1763873807171595,Gerardo Villanueva,Gerardo Villanueva Albarran,322,2
113944897106193,Lizbeth Contreras,Gerardo Otero Guerrero,322,9
2103414666618464,Lizeth Noriega,These ads ran without a disclaimer,322,1
206604539439888,Luis Nava,These ads ran without a disclaimer,321,4
961310490582166,FeliFer Macías,These ads ran without a disclaimer,321,2
1325615014149219,Armando Landa,These ads ran without a disclaimer,321,1
183081745398438,Periódico El Origen,Periódico El Origen,321,1
106004991188134,Sinaloa 2021,These ads ran without a disclaimer,321,4
360052734187714,Dr. Juan José García,These ads ran without a disclaimer,321,1
275526982940946,Reporte Online Medios,These ads ran without a disclaimer,321,2
2316577881764034,Bolsas de Celofan Techdev,These ads ran without a disclaimer,321,2
267324903750861,Jorge Ismael Rodríguez,These ads ran without a disclaimer,320,1
107089311159714,José Luis Cabrera,CREATIVELAB,320,3
2218083605116127,Emprende tu Camino,These ads ran without a disclaimer,320,1
112398580534809,Credixone,These ads ran without a disclaimer,320,1
483171405084610,Irma Moreno Martínez,These ads ran without a disclaimer,320,1
106305457479372,Conectando Toluca,Conectando el Estado de México,320,2
114789823685999,Por el mejoramiento de Chilcuautla A.C.,Rogelio Perez Martin,319,3
1015144255231891,Sol Yucatán,Sol Yucatán,319,3
172121476666517,El Arenoso,Arturo Benavides,319,3
1012372958844301,Jorge Galindo Noriega,These ads ran without a disclaimer,318,8
722293754583603,Comisión Estatal del Agua SLP,These ads ran without a disclaimer,318,3
1095948597209125,Grupo Financiero Banorte,These ads ran without a disclaimer,318,4
100115198459041,México Libre Yucatán,Ricardo Eligio De Jesus Ascencio Maldonado,318,2
1617621121873450,César Palafox,These ads ran without a disclaimer,318,3
155524371778771,Miguel León,Mene Navarro Escalona,317,3
2494937640521199,Sergio Zapata Vales,Sergio Zapata,317,3
113168036732732,,These ads ran without a disclaimer,317,1
316784852055093,Noticias Tamaulipas,These ads ran without a disclaimer,317,2
1716962955081413,Luis Fernando Rouvroy,These ads ran without a disclaimer,316,3
1528648563843990,Libertad de Informar,Susana Leticia Arellano Narvaez,316,3
235991940112967,ELISA BOUTIQUE,These ads ran without a disclaimer,316,2
766512106764480,Erasmo González Robledo,These ads ran without a disclaimer,315,1
342732882598050,Gobierno de Playas de Rosarito,These ads ran without a disclaimer,315,2
2043832605638423,Cuquita Cabrera,These ads ran without a disclaimer,315,1
103515057690916,Ricardo Crespo,These ads ran without a disclaimer,315,3
1198274597017093,Vector Social,Edgar Guijosa,314,3
100935695124661,Va por ti paco,These ads ran without a disclaimer,314,1
246767869126961,Cuernavaca News,SW A.C.,314,1
785743841591340,Radioamlo Coahuila,These ads ran without a disclaimer,314,1
979207592102548,Periodico Hechos Pensamiento En Accion,Gustavo Alejandro Valdovinos Castellanos,313,3
107672474263235,Cañeros Unidos,These ads ran without a disclaimer,313,3
1628779864114255,Revista Enfoques,Revista Enfoques,313,10
105349464449374,Aguascalientes Unido,These ads ran without a disclaimer,312,1
102438918257818,Mine Maturano,Eduardo Cruz Santiago,312,2
139767742461,Manuel Velasco Coello,Luis Humberto Morales Paniagua,312,1
112834155463245,"GVA Consultoría y Capacitación, S.C.",These ads ran without a disclaimer,312,1
1501004813271128,México Ingobernable,These ads ran without a disclaimer,311,2
836548976370122,Contraparte.mx,These ads ran without a disclaimer,311,1
100741381420987,Qué Gira En Durango,These ads ran without a disclaimer,311,2
714749785233191,"Yo Creo Campeche, A.C.",Miguel Burgos,311,2
530745566971333,Mesa de Dialogo BCS,José Manuel Rodríguez Parra,311,2
106551514069295,Presidencia Seccional San Juanito,Juan Parra,310,3
102426124710513,Movimiento por la esperanza de un Cardonal AC.,Israel Ñonthe Paredes,310,9
287831741263929,Xplora Mexico,These ads ran without a disclaimer,310,1
1715113665301327,Adolfo Ramirez Arana,Edgar López,310,1
414040795437379,Ojo Cuernavaca,Daniel Jaramillo Ceballos,310,2
414356345295726,Olegario Quintero Informa,Olegario Quintero Informa,310,3
818696888184165,Carlos Olivar,These ads ran without a disclaimer,310,1
137584649615447,Centro Educativo Jean Piaget,These ads ran without a disclaimer,310,2
